ID,year,CREATE DATE,ww_NUM,temp_ww,temp_Unit_type_RMA,PROCESS TYPE,RESULT,FAIL CODE,DESCRIPTION,MODEL NUMBER,SERIAL NUMBER,TARGET_YIELD,PASS_YIELD,FAIL,PASS
910,2024,8/5/2024 17:09,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305022,0.975,1,0,1
911,2024,8/5/2024 18:43,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305020,0.975,1,0,1
912,2024,8/5/2024 18:43,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305021,0.975,1,0,1
914,2024,8/6/2024 9:03,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315019,0.975,1,0,1
915,2024,8/6/2024 9:25,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305014,0.975,1,0,1
916,2024,8/6/2024 9:48,44,WW44,RMA,DV2,FAIL,COM PORT,Pod encoder communicate with COM8 instead of COM 4.,0831827-002,93022506493,0.975,0,1,0
917,2024,8/6/2024 10:03,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305017,0.975,1,0,1
918,2024,8/6/2024 10:21,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315022,0.975,1,0,1
919,2024,8/6/2024 10:56,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305026,0.975,1,0,1
920,2024,8/6/2024 11:06,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315021,0.975,1,0,1
921,2024,8/6/2024 11:13,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305018,0.975,1,0,1
922,2024,8/6/2024 13:13,44,WW44,RMA,DV2,FAIL,LED,LED DIM,0831827-002,93019455348,0.975,0,1,0
923,2024,8/6/2024 14:06,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305015,0.975,1,0,1
924,2024,8/6/2024 14:06,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305019,0.975,1,0,1
925,2024,8/6/2024 14:07,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305025,0.975,1,0,1
926,2024,8/6/2024 14:07,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305016,0.975,1,0,1
927,2024,8/6/2024 14:31,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305024,0.975,1,0,1
928,2024,8/6/2024 15:17,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315023,0.975,1,0,1
929,2024,8/6/2024 17:44,44,WW44,CRG,SF1,PASS,,,0844243-000,93024305027,0.975,1,0,1
930,2024,8/7/2024 8:57,44,WW44,RMA,DV2,PASS,,,0844243-000,93022235848,0.975,1,0,1
931,2024,8/7/2024 9:22,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315001,0.975,1,0,1
932,2024,8/7/2024 9:50,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315003,0.975,1,0,1
933,2024,8/7/2024 10:06,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315027,0.975,1,0,1
934,2024,8/7/2024 11:10,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315026,0.975,1,0,1
935,2024,8/7/2024 13:12,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315008,0.975,1,0,1
936,2024,8/7/2024 15:22,44,WW44,RMA,DV2,PASS,,,0696003-000,93024225063,0.975,1,0,1
937,2024,8/7/2024 15:44,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315024,0.975,1,0,1
938,2024,8/7/2024 15:51,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315012,0.975,1,0,1
939,2024,8/7/2024 17:19,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315005,0.975,1,0,1
940,2024,8/7/2024 17:21,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315010,0.975,1,0,1
941,2024,8/7/2024 17:31,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315014,0.975,1,0,1
942,2024,8/7/2024 17:37,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315004,0.975,1,0,1
943,2024,8/7/2024 17:54,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315016,0.975,1,0,1
944,2024,8/7/2024 18:04,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315002,0.975,1,0,1
945,2024,8/7/2024 18:06,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315025,0.975,1,0,1
946,2024,8/7/2024 18:13,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315006,0.975,1,0,1
947,2024,8/7/2024 18:23,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315007,0.975,1,0,1
948,2024,8/7/2024 18:30,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315011,0.975,1,0,1
949,2024,8/7/2024 18:38,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315013,0.975,1,0,1
950,2024,8/7/2024 18:48,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315015,0.975,1,0,1
951,2024,8/8/2024 7:25,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315009,0.975,1,0,1
952,2024,8/8/2024 12:57,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315046,0.975,1,0,1
953,2024,8/8/2024 13:15,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315047,0.975,1,0,1
954,2024,8/8/2024 13:19,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315040,0.975,1,0,1
955,2024,8/8/2024 13:37,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315042,0.975,1,0,1
956,2024,8/8/2024 13:51,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315041,0.975,1,0,1
957,2024,8/8/2024 14:00,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315044,0.975,1,0,1
958,2024,8/8/2024 14:10,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315043,0.975,1,0,1
959,2024,8/8/2024 14:22,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315045,0.975,1,0,1
960,2024,8/8/2024 14:42,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315048,0.975,1,0,1
961,2024,8/8/2024 15:32,44,WW44,CRG,SF1,PASS,,,0985417-000,93024315028,0.975,1,0,1
962,2024,8/8/2024 18:10,44,WW44,CRG,SF1,PASS,,,0855143-000,93024325001,0.975,1,0,1
963,2024,8/9/2024 7:21,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315050,0.975,1,0,1
964,2024,8/9/2024 7:32,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315049,0.975,1,0,1
965,2024,8/9/2024 8:40,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315052,0.975,1,0,1
966,2024,8/9/2024 8:50,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315053,0.975,1,0,1
967,2024,8/9/2024 9:08,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315051,0.975,1,0,1
969,2024,8/9/2024 9:32,44,WW44,CRG,SF1,PASS,,,0855143-000,93024325002,0.975,1,0,1
970,2024,8/9/2024 9:34,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315054,0.975,1,0,1
971,2024,8/9/2024 9:47,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315058,0.975,1,0,1
972,2024,8/9/2024 9:55,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315059,0.975,1,0,1
973,2024,8/9/2024 10:05,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315056,0.975,1,0,1
974,2024,8/9/2024 10:18,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315055,0.975,1,0,1
975,2024,8/9/2024 10:31,44,WW44,CRG,SF1,PASS,,,0689319-002,93024315057,0.975,1,0,1
976,2024,8/9/2024 10:44,44,WW44,CRG,SF1,FAIL,PLC_CPU,can not control Relay output,0855143-000,93024325000,0.975,0,1,0
977,2024,8/9/2024 13:23,44,WW44,CRG,SF1,PASS,,,0855143-000,93024325000,0.975,1,0,1
978,2024,8/9/2024 17:36,44,WW44,RMA,SF1,PASS,,,0749383-000,93022205196,0.975,1,0,1
979,2024,8/9/2024 17:36,44,WW44,RMA,SF1,PASS,,,0749383-000,93022205196,0.975,1,0,1
980,2024,8/9/2024 17:37,44,WW44,RMA,SF1,PASS,,,0749383-000,93022205196,0.975,1,0,1
981,2024,8/9/2024 17:56,44,WW44,CRG,SF1,PASS,,,0326594-005,93024315017,0.975,1,0,1
986,2024,8/12/2024 18:13,45,WW45,RMA,SF1,PASS,,,0844243-000,93015525176,0.975,1,0,1
990,2024,8/13/2024 14:40,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325013,0.975,1,0,1
991,2024,8/13/2024 14:40,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325011,0.975,1,0,1
992,2024,8/13/2024 14:41,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325011,0.975,1,0,1
993,2024,8/13/2024 14:46,45,WW45,CRG,SF1,FAIL,LED,led not lit,0825602-001,93024325012,0.975,0,1,0
994,2024,8/13/2024 15:04,45,WW45,CRG,SF2,FAIL,VAC,Vacuum value is not in a range,0825602-001,93024325013,0.975,0,1,0
995,2024,8/13/2024 15:06,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325006,0.975,1,0,1
996,2024,8/13/2024 15:09,45,WW45,CRG,SF2,FAIL,VAC,Vacuum value is not in range (over  limit @0.3),0825602-001,93024325006,0.975,0,1,0
997,2024,8/13/2024 15:43,45,WW45,RMA,DV2,FAIL,PSU,Unable to turn on the power. Change power supply.,0313661-001,3.90E+11,0.975,0,1,0
998,2024,8/14/2024 10:01,45,WW45,CRG,SF3,FAIL,VAC,Vacuum is not in spec,0825602-001,9.30E+10,0.975,0,1,0
999,2024,8/14/2024 10:36,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325067,0.975,1,0,1
1000,2024,8/14/2024 13:58,45,WW45,CRG,SF3,PASS,,,0825602-001,93024325011,0.975,1,0,1
1001,2024,8/14/2024 14:03,45,WW45,CRG,SF1,FAIL,VAC,Vacuum out of spec,0825602-001,93024325010,0.975,0,1,0
1002,2024,8/14/2024 14:04,45,WW45,CRG,SF1,FAIL,VAC,Vacuum out of spec,0825602-001,93024325009,0.975,0,1,0
1003,2024,8/14/2024 14:09,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325008,0.975,1,0,1
1004,2024,8/14/2024 14:09,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325009,0.975,1,0,1
1005,2024,8/14/2024 14:09,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325010,0.975,1,0,1
1006,2024,8/14/2024 14:09,45,WW45,CRG,SF2,FAIL,VAC,Vacuum out of spec,0825602-001,93024325009,0.975,0,1,0
1007,2024,8/14/2024 14:10,45,WW45,CRG,SF2,FAIL,VAC,Vacuum out of spec,0825602-001,93024325010,0.975,0,1,0
1008,2024,8/14/2024 14:15,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325010,0.975,1,0,1
1009,2024,8/14/2024 14:23,45,WW45,CRG,SF2,FAIL,VAC,Vacuum out of spec,0825602-001,93024325009,0.975,0,1,0
1010,2024,8/14/2024 14:31,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325010,0.975,1,0,1
1011,2024,8/14/2024 14:41,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325007,0.975,1,0,1
1012,2024,8/14/2024 14:42,45,WW45,CRG,SF2,FAIL,VAC,Vacuum out of spec,0825602-001,93024325007,0.975,0,1,0
1013,2024,8/14/2024 14:56,45,WW45,CRG,SF2,FAIL,VAC,Vacuum out of spec,0825602-001,93024325013,0.975,0,1,0
1014,2024,8/14/2024 15:17,45,WW45,CRG,SF2,FAIL,VAC,Vacuum out of spec,0825602-001,93024325006,0.975,0,1,0
1015,2024,8/14/2024 15:30,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325009,0.975,1,0,1
1016,2024,8/14/2024 15:42,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325008,0.975,1,0,1
1017,2024,8/14/2024 18:20,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325065,0.975,1,0,1
1019,2024,8/15/2024 7:53,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325007,0.975,1,0,1
1020,2024,8/15/2024 8:42,45,WW45,CRG,SF3,PASS,,,0825602-001,93024325010,0.975,1,0,1
1022,2024,8/15/2024 9:16,45,WW45,CRG,SF3,PASS,,,0825602-001,93024325009,0.975,1,0,1
1023,2024,8/15/2024 9:32,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325066,0.975,1,0,1
1024,2024,8/15/2024 9:46,45,WW45,CRG,SF3,PASS,,,0825602-001,93024325008,0.975,1,0,1
1025,2024,8/15/2024 10:27,45,WW45,RMA,SF1,PASS,,,0825602-001,93022515151,0.975,1,0,1
1026,2024,8/15/2024 10:39,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325068,0.975,1,0,1
1027,2024,8/15/2024 11:00,45,WW45,RMA,SF2,PASS,,,0825602-001,93022515151,0.975,1,0,1
1028,2024,8/15/2024 11:18,45,WW45,RMA,SF1,PASS,,,0825602-001,93012150060,0.975,1,0,1
1029,2024,8/15/2024 13:34,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325070,0.975,1,0,1
1030,2024,8/15/2024 15:58,45,WW45,CRG,SF3,PASS,,,0825602-001,93024325007,0.975,1,0,1
1031,2024,8/15/2024 18:14,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325069,0.975,1,0,1
1032,2024,8/15/2024 18:14,45,WW45,CRG,SF1,PASS,,,0825602-001,93024325012,0.975,1,0,1
1033,2024,8/15/2024 18:22,45,WW45,CRG,SF2,PASS,,,0825602-001,93024325012,0.975,1,0,1
1034,2024,8/16/2024 8:28,45,WW45,CRG,SF1,PASS,,,0831827-002,93022475022,0.975,1,0,1
1035,2024,8/16/2024 8:28,45,WW45,CRG,SF1,PASS,,,0731979-002,93020055176,0.975,1,0,1
1036,2024,8/16/2024 8:29,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325015,0.975,1,0,1
1037,2024,8/16/2024 8:30,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325019,0.975,1,0,1
1038,2024,8/16/2024 8:58,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325016,0.975,1,0,1
1039,2024,8/16/2024 8:58,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325020,0.975,1,0,1
1040,2024,8/16/2024 10:44,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325072,0.975,1,0,1
1041,2024,8/16/2024 11:01,45,WW45,CRG,SF3,PASS,,,0825602-001,93024325012,0.975,1,0,1
1042,2024,8/16/2024 14:51,45,WW45,CRG,SF1,PASS,,,0985417-000,93024325071,0.975,1,0,1
1043,2024,8/16/2024 15:04,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325018,0.975,1,0,1
1044,2024,8/16/2024 15:05,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325022,0.975,1,0,1
1045,2024,8/16/2024 15:05,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325021,0.975,1,0,1
1047,2024,8/16/2024 15:05,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325017,0.975,1,0,1
1048,2024,8/16/2024 17:58,45,WW45,CRG,SF1,PASS,,,0849264-001,93024035039,0.975,1,0,1
1049,2024,8/16/2024 18:10,45,WW45,RMA,DV2,PASS,,,0825602-001,93023055014,0.975,1,0,1
1050,2024,8/16/2024 18:43,45,WW45,RMA,DV2,PASS,,,0825602-001,93013340092,0.975,1,0,1
1051,2024,8/17/2024 7:41,45,WW45,CRG,SF1,PASS,,,0849263-001,93024325014,0.975,1,0,1
1052,2024,8/17/2024 8:03,45,WW45,CRG,SF1,PASS,,,0849264-001,93024035040,0.975,1,0,1
1053,2024,8/17/2024 9:09,45,WW45,CRG,SF1,PASS,,,0985417-000,93024335051,0.975,1,0,1
1054,2024,8/17/2024 10:10,45,WW45,CRG,SF1,PASS,,,0985417-000,93024335049,0.975,1,0,1
1055,2024,8/17/2024 13:46,45,WW45,CRG,SF1,FAIL,DCS,Terminal DC 65V short to GND,0985417-000,93024335050,0.975,0,1,0
1056,2024,8/17/2024 14:04,45,WW45,RMA,DV2,FAIL,PSU,No dc output all,0825602-001,93018375575,0.975,0,1,0
1057,2024,8/17/2024 14:04,45,WW45,RMA,DV2,FAIL,LED,Interlock LED DIM,0825602-001,93018375575,0.975,0,1,0
1058,2024,8/17/2024 14:06,45,WW45,RMA,DV2,FAIL,FUSE,Fuse 7A Damage,0825602-001,93018375575,0.975,0,1,0
1059,2024,8/17/2024 14:08,45,WW45,CRG,SF1,PASS,,,0985417-000,93024335050,0.975,1,0,1
1060,2024,8/17/2024 15:28,45,WW45,CRG,SF1,PASS,,,0985417-000,93024335054,0.975,1,0,1
1061,2024,8/17/2024 17:28,45,WW45,CRG,SF1,PASS,,,0985417-000,93024335055,0.975,1,0,1
1062,2024,8/17/2024 18:30,45,WW45,CRG,SF1,PASS,,,0985417-000,93024335052,0.975,1,0,1
1063,2024,8/19/2024 8:08,46,WW46,CRG,SF1,PASS,,,0985417-000,93024335053,0.975,1,0,1
1064,2024,8/19/2024 9:11,46,WW46,CRG,SF1,PASS,,,0985417-000,93024335060,0.975,1,0,1
1065,2024,8/19/2024 9:49,46,WW46,CRG,SF1,PASS,,,0985417-000,93024335056,0.975,1,0,1
1066,2024,8/19/2024 10:25,46,WW46,CRG,SF1,PASS,,,0985417-000,93024335059,0.975,1,0,1
1067,2024,8/19/2024 11:17,46,WW46,CRG,SF1,PASS,,,0985417-000,93024335057,0.975,1,0,1
1068,2024,8/19/2024 13:31,46,WW46,CRG,SF1,PASS,,,0985417-000,93024335058,0.975,1,0,1
1069,2024,8/19/2024 13:42,46,WW46,CRG,SF2,PASS,,,0825602-001,93024325013,0.975,1,0,1
1070,2024,8/19/2024 13:42,46,WW46,CRG,SF2,PASS,,,0825602-001,93024325013,0.975,1,0,1
1071,2024,8/19/2024 14:29,46,WW46,CRG,SF2,PASS,,,0825602-001,93024325006,0.975,1,0,1
1073,2024,8/19/2024 14:40,46,WW46,CRG,SF1,FAIL,LED,LED DIM 0116354-001,0825602-001,93010400129,0.975,0,1,0
1074,2024,8/19/2024 14:54,46,WW46,RMA,SF1,FAIL,DCS,5V 12V 24V plugin board,0831827-002,93023475019,0.975,0,1,0
1075,2024,8/19/2024 15:28,46,WW46,CRG,SF1,FAIL,LED,led DIM,0844243-000,93024335004,0.975,0,1,0
1076,2024,8/19/2024 15:29,46,WW46,CRG,SF1,PASS,,,0844243-000,93024335002,0.975,1,0,1
1077,2024,8/19/2024 15:58,46,WW46,CRG,SF1,PASS,,,0844243-000,93024335003,0.975,1,0,1
1078,2024,8/19/2024 18:27,46,WW46,CRG,SF3,PASS,,,0825602-001,93024325006,0.975,1,0,1
1079,2024,8/19/2024 18:40,46,WW46,CRG,SF3,PASS,,,0825602-001,93024325013,0.975,1,0,1
1080,2024,8/20/2024 8:07,46,WW46,CRG,SF1,PASS,,,0844243-000,93024335006,0.975,1,0,1
1081,2024,8/20/2024 8:41,46,WW46,CRG,SF1,PASS,,,0844243-000,93024335005,0.975,1,0,1
1082,2024,8/20/2024 9:00,46,WW46,CRG,SF1,PASS,,,0844243-000,93024335004,0.975,1,0,1
1083,2024,8/20/2024 10:53,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335038,0.975,1,0,1
1084,2024,8/20/2024 11:02,46,WW46,RMA,SF1,PASS,,,0749383-000,93022045387,0.975,1,0,1
1085,2024,8/20/2024 13:28,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335036,0.975,1,0,1
1086,2024,8/20/2024 15:19,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335039,0.975,1,0,1
1087,2024,8/20/2024 17:47,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335035,0.975,1,0,1
1088,2024,8/20/2024 18:34,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335037,0.975,1,0,1
1089,2024,8/21/2024 8:55,46,WW46,CRG,SF1,PASS,,,0849263-001,93024335010,0.975,1,0,1
1090,2024,8/21/2024 8:55,46,WW46,CRG,SF1,PASS,,,0849263-001,93024335011,0.975,1,0,1
1091,2024,8/21/2024 9:48,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335041,0.975,1,0,1
1092,2024,8/21/2024 10:21,46,WW46,CRG,SF1,PASS,,,0849263-001,93024335008,0.975,1,0,1
1093,2024,8/21/2024 10:21,46,WW46,CRG,SF1,PASS,,,0849263-001,93024335009,0.975,1,0,1
1095,2024,8/21/2024 11:15,46,WW46,CRG,SF1,PASS,,,0849263-001,93024335007,0.975,1,0,1
1096,2024,8/21/2024 11:22,46,WW46,CRG,SF1,PASS,,,0855143-000,93024335040,0.975,1,0,1
1097,2024,8/21/2024 11:25,46,WW46,RMA,SF1,PASS,,,0749383-000,93022045387,0.975,1,0,1
1098,2024,8/21/2024 14:26,46,WW46,RMA,DV2,PASS,,,0855142-000,37022375637,0.975,1,0,1
1099,2024,8/22/2024 8:34,46,WW46,RMA,DV2,FAIL,Missing,Missing Relay 24Vdc,0844243-000,93022345020,0.975,0,1,0
1100,2024,8/22/2024 9:54,46,WW46,RMA,DV2,FAIL,2LED1,2LED1 DIM,0825602-001,93010260005,0.975,0,1,0
1101,2024,8/22/2024 9:54,46,WW46,RMA,DV2,FAIL,LED,Powerbox LED DIM,0825602-001,93010260005,0.975,0,1,0
1102,2024,8/22/2024 9:55,46,WW46,RMA,DV2,FAIL,LED,Interlock LED DIM,0825602-001,93010260005,0.975,0,1,0
1103,2024,8/22/2024 9:55,46,WW46,RMA,DV2,FAIL,AIR,Air Pressure fail at low limit,0825602-001,93010260005,0.975,0,1,0
1104,2024,8/22/2024 10:05,46,WW46,RMA,SF1,PASS,,,0831827-002,93023475019,0.975,1,0,1
1105,2024,8/22/2024 10:25,46,WW46,CRG,SF1,FAIL,LED,"L2 DOOR D, IND 4 0830889-000",0831827-002,93022235014,0.975,0,1,0
1106,2024,8/22/2024 14:28,46,WW46,RMA,SF1,PASS,,,0831827-002,93022506493,0.975,1,0,1
1107,2024,8/22/2024 14:59,46,WW46,RMA,DV2,PASS,,,0696003-000,93023155477,0.975,1,0,1
1108,2024,8/23/2024 14:36,46,WW46,CRG,SF1,PASS,,,0787416-001,93024345005,0.975,1,0,1
1109,2024,8/26/2024 7:12,47,WW47,CRG,SF1,PASS,,,0787416-001,93024345004,0.975,1,0,1
1110,2024,8/26/2024 7:13,47,WW47,CRG,SF1,PASS,,,0787416-001,93024345003,0.975,1,0,1
1111,2024,8/26/2024 10:48,47,WW47,RMA,SF1,PASS,,,0844243-000,93022235848,0.975,1,0,1
1112,2024,8/26/2024 17:47,47,WW47,RMA,SF1,PASS,,,0825602-000,93022275205,0.975,1,0,1
1113,2024,8/26/2024 18:28,47,WW47,RMA,SF2,PASS,,,0825602-000,93022275205,0.975,1,0,1
1114,2024,8/27/2024 13:03,47,WW47,RMA,SF3,PASS,,,0825602-000,93022275205,0.975,1,0,1
1115,2024,8/27/2024 13:54,47,WW47,CRG,SF1,PASS,,,0787416-001,93024345076,0.975,1,0,1
1116,2024,8/27/2024 14:43,47,WW47,RMA,SF1,PASS,,,0825602-001,93019245030,0.975,1,0,1
1117,2024,8/27/2024 14:43,47,WW47,RMA,SF2,PASS,,,0825602-001,93019245030,0.975,1,0,1
1118,2024,8/29/2024 13:39,47,WW47,RMA,SF1,PASS,,,0844243-000,93016265187,0.975,1,0,1
1119,2024,8/29/2024 19:05,47,WW47,CRG,SF1,PASS,,,0831827-002,93022465567,0.975,1,0,1
1120,2024,8/30/2024 9:21,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355144,0.975,1,0,1
1121,2024,8/30/2024 9:22,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355144,0.975,1,0,1
1122,2024,8/30/2024 9:57,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355145,0.975,1,0,1
1123,2024,8/30/2024 10:13,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355146,0.975,1,0,1
1124,2024,8/30/2024 10:52,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355147,0.975,1,0,1
1125,2024,8/30/2024 14:08,47,WW47,CRG,SF1,PASS,,,0844243-000,93016175341,0.975,1,0,1
1126,2024,8/30/2024 15:40,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355148,0.975,1,0,1
1127,2024,8/30/2024 17:21,47,WW47,CRG,SF1,PASS,,,0731979-002,93022347015,0.975,1,0,1
1128,2024,8/30/2024 17:47,47,WW47,CRG,SF1,FAIL,Fuse,2CB8  10A  Not  cut off,0844243-000,93024355149,0.975,0,1,0
1129,2024,8/30/2024 18:52,47,WW47,CRG,SF1,PASS,,,0844243-000,93024355150,0.975,1,0,1
1130,2024,9/2/2024 9:50,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355151,0.975,1,0,1
1131,2024,9/2/2024 10:22,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355152,0.975,1,0,1
1132,2024,9/2/2024 10:39,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355158,0.975,1,0,1
1133,2024,9/2/2024 11:02,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355159,0.975,1,0,1
1134,2024,9/2/2024 13:13,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355154,0.975,1,0,1
1135,2024,9/2/2024 13:36,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355153,0.975,1,0,1
1136,2024,9/2/2024 14:28,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355155,0.975,1,0,1
1137,2024,9/2/2024 18:01,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355149,0.975,1,0,1
1138,2024,9/2/2024 18:31,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355019,0.975,1,0,1
1139,2024,9/2/2024 18:32,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355022,0.975,1,0,1
1140,2024,9/2/2024 18:35,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355026,0.975,1,0,1
1141,2024,9/3/2024 7:29,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355020,0.975,1,0,1
1142,2024,9/3/2024 8:02,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355161,0.975,1,0,1
1143,2024,9/3/2024 8:06,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355016,0.975,1,0,1
1144,2024,9/3/2024 8:40,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355157,0.975,1,0,1
1145,2024,9/3/2024 9:10,48,WW48,CRG,SF1,FAIL,Fuse,2CB5 7A sometime can not cut off,0844243-000,93024355156,0.975,0,1,0
1146,2024,9/3/2024 9:39,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355163,0.975,1,0,1
1147,2024,9/3/2024 10:04,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355162,0.975,1,0,1
1148,2024,9/3/2024 10:46,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355164,0.975,1,0,1
1149,2024,9/3/2024 11:08,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355156,0.975,1,0,1
1150,2024,9/3/2024 13:25,48,WW48,CRG,SF1,PASS,,,0844243-000,93024355156,0.975,1,0,1
1151,2024,9/3/2024 15:05,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355017,0.975,1,0,1
1152,2024,9/3/2024 15:05,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355024,0.975,1,0,1
1153,2024,9/3/2024 15:05,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355018,0.975,1,0,1
1154,2024,9/3/2024 15:05,48,WW48,CRG,SF1,PASS,,,0831827-002,93024355023,0.975,1,0,1
1155,2024,9/3/2024 15:10,48,WW48,RMA,DV2,FAIL,LED,LED DIM,0318410-002,3.90E+11,0.975,0,1,0
