ID,SERIAL NUMBER,MODEL NUMBER,WORK ORDER,FAIL CODE,DESCRIPTION,ROOT COUSE,SOLUTION,PROCESS TYPE,UNIT LOCATION,DEBUG BY,CREATE DATE,RESULT,CURRENT STATUS,CREATE BY,temp_running,temp_sn_1st_RMA,temp_Unit_type_RMA,temp_sn_by_source,month,year,h_month,temp_ww,temp_ww_num,TARGET_YIELD,PASS,FAIL
707,93024275091,0855143-000,19288688,,,,,SF1,WIP,,7/15/2024 8:30,PASS,WIP,288422,,,CRG,93024275091-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
708,93024285071,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 12:54,PASS,WIP,288422,,,CRG,93024285071-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
709,93024285070,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 12:55,PASS,WIP,288422,,,CRG,93024285070-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
710,93022115296,0844243-000,19240167,LED,LED Dim,,,DV2,WIP,,7/15/2024 12:58,FAIL,REVIEW,273270,,93022115296,RMA,93022115296-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
711,93024285077,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 13:45,PASS,WIP,288422,,,CRG,93024285077-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
712,93024285076,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 13:45,PASS,WIP,288422,,,CRG,93024285076-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
713,93021455024,0844243-000,19261654,CABLE,Cable 2J21 failed,,,DV2,WIP,,7/15/2024 14:17,FAIL,REVIEW,273270,,93021455024,RMA,93021455024-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
714,93016265187,0844243-000,19219999,FUSE,2CB8,,,DV2,WIP,,7/15/2024 14:39,FAIL,REVIEW,273270,,93016265187,RMA,93016265187-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
715,93016265187,0844243-000,19219999,SW,Transporter,,,DV2,WIP,,7/15/2024 14:40,FAIL,REVIEW,273270,,93016265187,RMA,93016265187-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
716,93016265187,0844243-000,19219999,FUSE,2CB7,,,DV2,WIP,,7/15/2024 14:40,FAIL,REVIEW,273270,,93016265187,RMA,93016265187-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
717,93024275094,0855143-000,19288688,,,,,SF1,WIP,,7/15/2024 15:28,PASS,WIP,288422,,,CRG,93024275094-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
718,93024285073,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 17:56,PASS,WIP,288422,,,CRG,93024285073-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
719,93024285072,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 17:56,PASS,WIP,288422,,,CRG,93024285072-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
720,93024285078,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 18:18,PASS,WIP,288422,,,CRG,93024285078-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
721,93024285074,0849263-001,17584560,,,,,SF1,WIP,,7/15/2024 18:18,PASS,WIP,288422,,,CRG,93024285074-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
722,93024285075,0849263-001,17584560,,,,,SF1,WIP,,7/16/2024 7:36,PASS,WIP,288422,,,CRG,93024285075-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
723,93024285105,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 8:11,PASS,WIP,288422,,,CRG,93024285105-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
724,93024285105,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 8:11,PASS,WIP,288422,,,CRG,93024285105-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
725,93024285104,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 8:27,PASS,WIP,288422,,,CRG,93024285104-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
726,93024285104,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 8:27,PASS,WIP,288422,,,CRG,93024285104-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
727,93024285109,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 8:49,PASS,WIP,288422,,,CRG,93024285109-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
728,93024285109,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 8:49,PASS,WIP,288422,,,CRG,93024285109-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
729,93024285106,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 9:09,PASS,WIP,288422,,,CRG,93024285106-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
730,93024285106,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 9:09,PASS,WIP,288422,,,CRG,93024285106-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
731,93024285110,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 9:45,PASS,WIP,288422,,,CRG,93024285110-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
732,93024285110,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 9:45,PASS,WIP,288422,,,CRG,93024285110-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
733,93024285111,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 10:06,PASS,WIP,288422,,,CRG,93024285111-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
734,93024285111,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 10:07,PASS,WIP,288422,,,CRG,93024285111-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
735,93024285100,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 10:36,PASS,WIP,288422,,,CRG,93024285100-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
736,93024285100,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 10:36,PASS,WIP,288422,,,CRG,93024285100-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
737,93024125014,0787416-001,19290487,,,,,DV2,WIP,,7/16/2024 10:51,PASS,WIP,288721,,93024125014,RMA,93024125014-DV2-RMA-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
738,93024285097,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 11:01,PASS,WIP,288422,,,CRG,93024285097-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
739,93024285097,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 11:01,PASS,WIP,288422,,,CRG,93024285097-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
740,93024285114,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 11:19,PASS,WIP,288422,,,CRG,93024285114-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
741,93024285114,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 11:19,PASS,WIP,288422,,,CRG,93024285114-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
742,93024285112,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 13:00,PASS,WIP,273270,,,CRG,93024285112-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
743,93024285112,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 13:02,PASS,WIP,273270,,,CRG,93024285112-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
744,93024285107,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 13:36,PASS,WIP,273270,,,CRG,93024285107-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
745,93023415023,0849263-001,19321651,GAGUE,Gague diff pressure  out of  spec,,,DV2,WIP,,7/16/2024 13:43,FAIL,REVIEW,273270,,93023415023,RMA,93023415023-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
746,93024285107,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 14:09,PASS,WIP,273270,,,CRG,93024285107-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
747,93024285099,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 14:10,PASS,WIP,273270,,,CRG,93024285099-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
748,93024285099,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 14:10,PASS,WIP,273270,,,CRG,93024285099-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
749,93024285094,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 14:34,PASS,WIP,273270,,,CRG,93024285094-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
750,93024285094,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 14:34,PASS,WIP,273270,,,CRG,93024285094-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
751,93024285113,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 15:13,PASS,WIP,273270,,,CRG,93024285113-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
752,93024285113,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 15:13,PASS,WIP,273270,,,CRG,93024285113-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
753,93024285092,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 15:50,PASS,WIP,288422,,,CRG,93024285092-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
754,93024285092,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 15:51,PASS,WIP,288422,,,CRG,93024285092-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
755,93024285096,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 17:31,PASS,WIP,288422,,,CRG,93024285096-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
756,93024285096,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 17:31,PASS,WIP,288422,,,CRG,93024285096-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
757,93024285087,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 17:53,PASS,WIP,288422,,,CRG,93024285087-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
758,93024285087,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 17:53,PASS,WIP,288422,,,CRG,93024285087-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
759,93024285089,0333057-002,17651798,,,,,SF1,WIP,,7/16/2024 18:17,PASS,WIP,288422,,,CRG,93024285089-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
760,93024285089,0333057-002,17651798,,,,,SF2,WIP,,7/16/2024 18:18,PASS,WIP,288422,,,CRG,93024285089-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
761,93022275076,0749383-000,18965935,,,,,SF1,WIP,,7/17/2024 8:22,PASS,WIP,288422,,,CRG,93022275076-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
762,93024285086,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 9:02,PASS,WIP,288422,,,CRG,93024285086-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
763,93024285086,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 9:02,PASS,WIP,288422,,,CRG,93024285086-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
764,93024285093,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 9:21,PASS,WIP,288422,,,CRG,93024285093-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
765,93024285093,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 9:21,PASS,WIP,288422,,,CRG,93024285093-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
766,93024285119,0985417-000,19340899,,,,,SF1,WIP,,7/17/2024 9:56,PASS,WIP,288422,,,CRG,93024285119-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
767,3.90E+11,0313661-001,2728655,,,,,DV2,None,,7/17/2024 10:15,PASS,WIP,288422,,3.90E+11,RMA,390123000000-DV2-RMA-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
768,9.30E+10,0985417-000,19340899,,,,,SF1,WIP,,7/17/2024 10:44,PASS,WIP,288422,,,CRG,93024285121-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
769,93024285122,0985417-000,19340899,,,,,SF1,WIP,,7/17/2024 13:01,PASS,WIP,288422,,,CRG,93024285122-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
770,93024285115,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 14:02,PASS,WIP,288422,,,CRG,93024285115-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
771,93024285115,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 14:02,PASS,WIP,288422,,,CRG,93024285115-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
772,93024285117,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 14:24,PASS,WIP,288422,,,CRG,93024285117-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
773,93024285117,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 14:24,PASS,WIP,288422,,,CRG,93024285117-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
774,93024285102,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 15:06,PASS,WIP,288422,,,CRG,93024285102-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
775,93024285102,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 15:06,PASS,WIP,288422,,,CRG,93024285102-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
776,93024285108,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 15:27,PASS,WIP,288422,,,CRG,93024285108-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
777,93024285108,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 15:28,PASS,WIP,288422,,,CRG,93024285108-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
778,93024285116,0333057-002,17651798,DCS,dc5v mes.0.8v,,,SF1,WIP,,7/17/2024 15:39,FAIL,REVIEW,288422,,,CRG,93024285116-SF1-CRG-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
779,93024285088,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 17:34,PASS,WIP,288422,,,CRG,93024285088-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
780,93024285088,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 17:34,PASS,WIP,288422,,,CRG,93024285088-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
781,93024285118,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 17:59,PASS,WIP,288422,,,CRG,93024285118-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
782,93024285118,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 17:59,PASS,WIP,288422,,,CRG,93024285118-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
783,93024285116,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 18:17,PASS,WIP,288422,,,CRG,93024285116-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
784,93024285116,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 18:17,PASS,WIP,288422,,,CRG,93024285116-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
785,93024285103,0333057-002,17651798,,,,,SF1,WIP,,7/17/2024 18:35,PASS,WIP,288422,,,CRG,93024285103-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
786,93024285103,0333057-002,17651798,,,,,SF2,WIP,,7/17/2024 18:36,PASS,WIP,288422,,,CRG,93024285103-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
787,93024285085,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 7:47,PASS,WIP,288422,,,CRG,93024285085-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
788,93024285085,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 7:47,PASS,WIP,288422,,,CRG,93024285085-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
789,93024285091,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 8:08,PASS,WIP,288422,,,CRG,93024285091-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
790,93024285091,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 8:09,PASS,WIP,288422,,,CRG,93024285091-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
791,93024285120,0985417-000,19340899,,,,,SF1,WIP,,7/18/2024 9:14,PASS,WIP,288422,,,CRG,93024285120-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
792,93024285098,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 9:43,PASS,WIP,288422,,,CRG,93024285098-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
793,93024285098,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 9:43,PASS,WIP,288422,,,CRG,93024285098-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
794,93024285101,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 10:00,PASS,WIP,288422,,,CRG,93024285101-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
795,93024285101,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 10:00,PASS,WIP,273270,,,CRG,93024285101-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
796,93024285125,0985417-000,19340899,,,,,SF1,WIP,,7/18/2024 10:43,PASS,WIP,273270,,,CRG,93024285125-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
797,93024285123,0985417-000,19340899,,,,,SF1,WIP,,7/18/2024 13:15,PASS,WIP,273270,,,CRG,93024285123-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
798,93024285082,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 13:36,PASS,WIP,273270,,,CRG,93024285082-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
799,93024285082,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 13:37,PASS,WIP,273270,,,CRG,93024285082-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
800,93024285084,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 13:53,PASS,WIP,273270,,,CRG,93024285084-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
801,93024285084,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 13:54,PASS,WIP,273270,,,CRG,93024285084-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
802,93024285126,0985417-000,19340899,,,,,SF1,WIP,,7/18/2024 15:16,PASS,WIP,273270,,,CRG,93024285126-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
803,93024285079,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 17:30,PASS,WIP,273270,,,CRG,93024285079-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
804,93024285079,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 17:30,PASS,WIP,273270,,,CRG,93024285079-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
805,93024285080,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 17:46,PASS,WIP,273270,,,CRG,93024285080-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
806,93024285080,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 17:47,PASS,WIP,273270,,,CRG,93024285080-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
807,93024285090,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 18:08,PASS,WIP,273270,,,CRG,93024285090-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
808,93024285090,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 18:08,PASS,WIP,273270,,,CRG,93024285090-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
809,93024285095,0333057-002,17651798,,,,,SF1,WIP,,7/18/2024 18:42,PASS,WIP,273270,,,CRG,93024285095-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
810,93024285095,0333057-002,17651798,,,,,SF2,WIP,,7/18/2024 18:42,PASS,WIP,273270,,,CRG,93024285095-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
811,93024285127,0985417-000,19340899,,,,,SF1,WIP,,7/19/2024 8:05,PASS,WIP,288422,,,CRG,93024285127-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
812,93024285083,0333057-002,17651798,,,,,SF1,WIP,,7/19/2024 8:51,PASS,WIP,288422,,,CRG,93024285083-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
813,93024285083,0333057-002,17651798,,,,,SF2,WIP,,7/19/2024 8:51,PASS,WIP,288422,,,CRG,93024285083-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
814,93024285081,0333057-002,17651798,,,,,SF1,WIP,,7/19/2024 9:12,PASS,WIP,288422,,,CRG,93024285081-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
815,93024285081,0333057-002,17651798,,,,,SF2,WIP,,7/19/2024 9:12,PASS,WIP,288422,,,CRG,93024285081-SF2-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
816,93021295502,0333057-002,19240122,MiniLAB,MiniLAB Can not read data,,,DV2,WIP,,7/19/2024 10:19,FAIL,REVIEW,273270,,93021295502,RMA,93021295502-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
817,93021295502,0333057-002,19240122,AVBL,"Vs_1 ,H0_AVBL…..CH1,CH2",,,DV2,WIP,,7/19/2024 10:20,FAIL,REVIEW,273270,,93021295502,RMA,93021295502-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW41,41,0.975,0,1
818,93024285128,0985417-000,19340899,,,,,SF1,WIP,,7/19/2024 11:16,PASS,WIP,273270,,,CRG,93024285128-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
819,93021495557,0333057-002,19240121,,,,,DV2,WIP,,7/19/2024 13:18,PASS,WIP,273270,,93021495557,RMA,93021495557-DV2-RMA-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
820,93024285124,0985417-000,19340899,,,,,SF1,WIP,,7/20/2024 7:52,PASS,WIP,288422,,,CRG,93024285124-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
821,93021455024,0844243-000,19261654,,,,,SF1,WIP,,7/20/2024 9:26,PASS,WIP,288422,,,RMA,93021455024-SF1-RMA-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
822,93023415023,0849263-001,19321651,,,,,SF1,WIP,,7/20/2024 9:42,PASS,WIP,288422,,,RMA,93023415023-SF1-RMA-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
823,93022075620,0844243-000,19211676,,,,,SF1,WIP,,7/20/2024 12:03,PASS,WIP,288422,,,RMA,93022075620-SF1-RMA-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
824,93024295002,0855143-000,19378326,,,,,SF1,WIP,,7/20/2024 13:33,PASS,WIP,288422,,,CRG,93024295002-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
825,93024295003,0855143-000,19378326,,,,,SF1,WIP,,7/20/2024 15:51,PASS,WIP,288422,,,CRG,93024295003-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
826,93024295001,0855143-000,19378326,,,,,SF1,WIP,,7/20/2024 18:14,PASS,WIP,288422,,,CRG,93024295001-SF1-CRG-PASS,Jul,2024,Jul-2024,WW41,41,0.975,1,0
827,93024065004,0689319-002,19244390,,,,,SF1,WIP,,7/22/2024 7:40,PASS,WIP,288422,,,RMA,93024065004-SF1-RMA-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
828,93023365000,0849263-001,19225762,,,,,SF1,WIP,,7/22/2024 7:59,PASS,WIP,288422,,,RMA,93023365000-SF1-RMA-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
829,93024295005,0855143-000,19378326,,,,,SF1,WIP,,7/22/2024 9:25,PASS,WIP,288422,,,CRG,93024295005-SF1-CRG-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
830,93021115653,0567096-010,19021185,,,,,SF1,WIP,,7/22/2024 11:16,PASS,WIP,288422,,,RMA,93021115653-SF1-RMA-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
831,93024295004,0855143-000,19378326,,,,,SF1,WIP,,7/23/2024 15:11,PASS,WIP,288422,,,CRG,93024295004-SF1-CRG-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
832,93016055127,0820488-000,18884665,,,,,SF1,WIP,,7/23/2024 17:45,PASS,WIP,288422,,,CRG,93016055127-SF1-CRG-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
833,93024295000,0594367-004,19378477,,,,,SF1,WIP,,7/24/2024 8:05,PASS,WIP,288422,,,CRG,93024295000-SF1-CRG-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
834,93015525176,0844243-000,19332712,SW,Transporter switch can not close circuit,,,DV2,WIP,,7/24/2024 9:29,FAIL,REVIEW,273270,,93015525176,RMA,93015525176-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW42,42,0.975,0,1
835,93024275086,0594367-004,18350768,,,,,SF1,WIP,,7/24/2024 10:07,PASS,WIP,288422,,,CRG,93024275086-SF1-CRG-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
836,93021515287,0844243-000,19332714,,,,,DV2,WIP,,7/24/2024 13:54,PASS,WIP,273270,,93021515287,RMA,93021515287-DV2-RMA-PASS,Jul,2024,Jul-2024,WW42,42,0.975,1,0
837,93022436300,0844243-000,19338838,PSU,No 24Vdc,,,DV2,WIP,,7/24/2024 18:08,FAIL,REVIEW,273270,,93022436300,RMA,93022436300-DV2-RMA-FAIL,Jul,2024,Jul-2024,WW42,42,0.975,0,1
